,name,rating,review,url,brand_id,seller_name,variant_hash,color_family,RAM Memory,Storage Capacity,price,Brand,Number Of Cameras,Model Year,Wireless Charging,SIM Type,Battery Capacity,Camera Front (Megapixels),price_value
901,Nokia C1 1GB,4.0,1.0,https://www.daraz.com.np/products/nokia-c1-1gb16gb-i107429301-s1028770690.html?search=1,4158,NS Traders Suppliers,variant: 901,Blue,1GB,16GB,"Rs. 6,999",Nokia,1,2020,No,Not Specified,Not Specified,Not Specified,6999.0
902,MICROMAX CANVAS XPRE,0.0,0.0,https://www.daraz.com.np/products/micromax-canvas-xpress-4g-i115698765-s1034114049.html?search=1,24998,s.s trading,variant: 902,Black,3GB,64GB,"Rs. 9,154",Micromax,2,2016,No,Standard,2000 - 2999 mAh,2 MP,9154.0
903,Tecno,0.0,0.0,https://www.daraz.com.np/products/tecno-pova-neo-i-6000mah-big-battery-i125455211-s1034042122.html?search=1,30051,Mahalaxmi Mobiles Pvt. Ltd,variant: 903,Black,6GB,128GB,"Rs. 21,990",Tecno,2,2022,No,Nano,6000 - 6999 mAh,"8 MP, f/2.0",21990.0
904,Tecno,0.0,0.0,https://www.daraz.com.np/products/tecno-pova-neo-i-6000mah-big-battery-i125455211-s1034042122.html?search=1,30051,Mahalaxmi Mobiles Pvt. Ltd,variant: 904,Blue Grey,6GB,128GB,"Rs. 21,990",Tecno,2,2022,No,Nano,6000 - 6999 mAh,"8 MP, f/2.0",21990.0
905,Oppo A76,0.0,0.0,https://www.daraz.com.np/products/oppo-a76-6gb128gb-snp-drgn-680-6nm-90hz-refresh-rate-5000mah-battery-i113940628-s1030992482.html?search=1,12933,ARUN ELECTRONICS,variant: 905,Black,6GB,128GB,"Rs. 29,390",OPPO,3,2021,No,Nano,5000 - 5999 mAh,8,29390.0
906,Oppo A76,0.0,0.0,https://www.daraz.com.np/products/oppo-a76-6gb128gb-snp-drgn-680-6nm-90hz-refresh-rate-5000mah-battery-i113940628-s1030992482.html?search=1,12933,ARUN ELECTRONICS,variant: 906,Blue,6GB,128GB,"Rs. 29,390",OPPO,3,2021,No,Nano,5000 - 5999 mAh,8,29390.0
907,Samsung Galaxy Z Fli,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-z-flip-4-8gb256gb-19-super-amoled-display-warter-resistance-ipx8-i123759279-s1033607179.html?search=1,4198,246Impex,variant: 907,Lavender,8GB,256GB,"Rs. 144,999",Samsung,3,2022,Yes,Nano,3000 - 3999 mAh,10MP,144999.0
908,vivo Y22S,0.0,0.0,https://www.daraz.com.np/products/vivo-y22s6gb-128gb-i124609030-s1033842457.html?search=1,33353,Apex Telemart Pvt  Ltd,variant: 908,Starlit Blue,6GB,128GB,"Rs. 27,999",Vivo,3,2022,No,Not Specified,5000 - 5999 mAh,8MP,27999.0
909,vivo Y22S,0.0,0.0,https://www.daraz.com.np/products/vivo-y22s6gb-128gb-i124609030-s1033842457.html?search=1,33353,Apex Telemart Pvt  Ltd,variant: 909,Summer Cyan,6GB,128GB,"Rs. 27,999",Vivo,3,2022,No,Not Specified,5000 - 5999 mAh,8MP,27999.0
910,Samsung Galaxy S23 U,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-s23-ultra-5g-snapdragon-8-gen-2-200mp-main-camera-i124426142-s1033787257.html?search=1,4198,NS Traders Suppliers,variant: 910,Black,12GB,256GB,"Rs. 191,899",Samsung,5,2023,Yes,Nano,5000 - 5999 mAh,32MP,191899.0
911,Samsung Galaxy S23 U,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-s23-ultra-5g-snapdragon-8-gen-2-200mp-main-camera-i124426142-s1033787257.html?search=1,4198,NS Traders Suppliers,variant: 911,Green,12GB,512GB,"Rs. 209,999",Samsung,5,2023,Yes,Nano,5000 - 5999 mAh,32MP,209999.0
912,Oppo A77s,0.0,0.0,https://www.daraz.com.np/products/oppo-a77s-8gb128gb-8gb-extended-ram-50mp-ai-dual-camera-fiberglass-leather-design-33w-super-vooc-charger-i125119254-s1033974151.html?search=1,12933,246Impex,variant: 912,Orange,8GB,128GB,"Rs. 30,500",OPPO,3,2022,No,Nano,5000 - 5999 mAh,8MP,30500.0
913,Oneplus Nord CE 2 Li,0.0,0.0,https://www.daraz.com.np/products/oneplus-nord-ce-2-lite-8gb128gb-659-fhd-120hz-display-64mp-rear-camera-5000mah-battery-i125761728-s1034095203.html?search=1,12944,AR Tech Factory,variant: 913,Black,8GB,128GB,"Rs. 39,799",OnePlus,4,2022,No,Nano,5000 - 5999 mAh,16,39799.0
914,Oneplus Nord CE 2 Li,0.0,0.0,https://www.daraz.com.np/products/oneplus-nord-ce-2-lite-8gb128gb-659-fhd-120hz-display-64mp-rear-camera-5000mah-battery-i125761728-s1034095203.html?search=1,12944,AR Tech Factory,variant: 914,Blue,8GB,128GB,"Rs. 39,799",OnePlus,4,2022,No,Nano,5000 - 5999 mAh,16,39799.0
915,Honor 50 Lite 8GB Ra,0.0,0.0,https://www.daraz.com.np/products/honor-50-lite-8gb-ram-128gb-rom-64mp-8mp-2mp-2mp-rear-camera-16mp-front-camera-i123801210-s1033611374.html?search=1,72341,Rojeko Mart,variant: 915,Black,8GB,128GB,"Rs. 27,500",Honor,6,2022,Not Specified,Not Specified,4000 - 4999 mAh,16mp,27500.0
916,Samsung F22,0.0,0.0,https://www.daraz.com.np/products/samsung-f22-6gb128gb-i126230384-s1034167231.html?search=1,4198,Shree Communications,variant: 916,Denim Black,6GB,128GB,"Rs. 24,499",Samsung,5,2022,No,Not Specified,6000 - 6999 mAh,13,24499.0
917,Lava Benco V70,0.0,0.0,https://www.daraz.com.np/products/lava-benco-v70-2gb32gb-big-display-65-battery-5000mah-i126009503-s1034144285.html?search=1,36368,New pathibhara impex,variant: 917,Cyan Blue,2GB,32GB,"Rs. 9,999",Lava,Not Specified,2023,No,Not Specified,5000 - 5999 mAh,8,9999.0
918,Blue Samsung Galaxy ,0.0,0.0,https://www.daraz.com.np/products/blue-samsung-galaxy-m33-6gb128gb-ii-66-tft-lcd-120hz-ii-battery-5000-mah-i124915598-s1033930267.html?search=1,4198,Galaxy Mobile,variant: 918,Blue,Other,128GB,"Rs. 34,000",Samsung,5,2023,No,Not Specified,Not Specified,Not Specified,34000.0
919,OPPO F21 PRO,0.0,0.0,https://www.daraz.com.np/products/oppo-f21-pro-8gb128gb-on-display-finger-print-64mp-camera-33w-super-vooc-4500mah-battery-i118202578-s1032399083.html?search=1,12933,ARUN ELECTRONICS,variant: 919,Sunset Orange,8GB,128GB,"Rs. 42,139",OPPO,3,2022,No,Nano,4000 - 4999 mAh,32,42139.0
920,OPPO F21 PRO,0.0,0.0,https://www.daraz.com.np/products/oppo-f21-pro-8gb128gb-on-display-finger-print-64mp-camera-33w-super-vooc-4500mah-battery-i118202578-s1032399083.html?search=1,12933,ARUN ELECTRONICS,variant: 920,Cosmic Black,8GB,128GB,"Rs. 42,139",OPPO,3,2022,No,Nano,4000 - 4999 mAh,32,42139.0
921,Apple iPhone 14 128G,0.0,0.0,https://www.daraz.com.np/products/apple-iphone-14-128gb-i122764923-s1033376467.html?search=1,4178,ARUN ELECTRONICS,variant: 921,BLUE,6GB,128GB,"Rs. 138,990",Apple,3,2022,Yes,Nano,3000 - 3999 mAh,12,138990.0
922,Apple iPhone 14 128G,0.0,0.0,https://www.daraz.com.np/products/apple-iphone-14-128gb-i122764923-s1033376467.html?search=1,4178,ARUN ELECTRONICS,variant: 922,RED,6GB,128GB,"Rs. 138,990",Apple,3,2022,Yes,Nano,3000 - 3999 mAh,12,138990.0
923,Apple iPhone 14 128G,0.0,0.0,https://www.daraz.com.np/products/apple-iphone-14-128gb-i122764923-s1033376467.html?search=1,4178,ARUN ELECTRONICS,variant: 923,PURPLE,6GB,128GB,"Rs. 138,990",Apple,3,2022,Yes,Nano,3000 - 3999 mAh,12,138990.0
924,Samsung Galaxy A04,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a04-3gb32gb-50mp-rear-camera-65-hd-display-5000mah-battery-i125590696-s1034059783.html?search=1,4198,AR Tech Factory,variant: 924,Black,3GB,32GB,"Rs. 13,999",Samsung,3,2022,No,Nano,5000 - 5999 mAh,5,13999.0
925,Samsung Galaxy A04,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a04-3gb32gb-50mp-rear-camera-65-hd-display-5000mah-battery-i125590696-s1034059783.html?search=1,4198,AR Tech Factory,variant: 925,Green,3GB,32GB,"Rs. 13,999",Samsung,3,2022,No,Nano,5000 - 5999 mAh,5,13999.0
926,Samsung Galaxy A04,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a04-3gb32gb-50mp-rear-camera-65-hd-display-5000mah-battery-i125590696-s1034059783.html?search=1,4198,AR Tech Factory,variant: 926,Red,3GB,32GB,"Rs. 13,999",Samsung,3,2022,No,Nano,5000 - 5999 mAh,5,13999.0
927,Samsung Galaxy M11 R,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-m11-rear-triple-camera-13mp5mp2mp-selfie-8mp-i104136453-s1024960835.html?search=1,4198,Anzal Mobile House,variant: 927,Black,3GB,32GB,"Rs. 18,999",Samsung,4,2020,No,Not Specified,Not Specified,Not Specified,18999.0
928,Samsung Galaxy M11 R,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-m11-rear-triple-camera-13mp5mp2mp-selfie-8mp-i104136453-s1024960835.html?search=1,4198,Anzal Mobile House,variant: 928,Blue,3GB,32GB,"Rs. 18,999",Samsung,4,2020,No,Not Specified,Not Specified,Not Specified,18999.0
929,Oppo F21 Pro,0.0,0.0,https://www.daraz.com.np/products/oppo-f21-pro-8gb128gb-32mp-selfie-camera-64mp2mp2mp-main-camera-qualcomm-sm6225-snapdragon-680-chipset-amoled-90hz-display-i125118397-s1034068848.html?search=1,12933,246Impex,variant: 929,Orange,8GB,128GB,"Rs. 39,999",OPPO,4,2022,No,Nano,4000 - 4999 mAh,32MP,39999.0
930,Oppo F21 Pro,0.0,0.0,https://www.daraz.com.np/products/oppo-f21-pro-8gb128gb-32mp-selfie-camera-64mp2mp2mp-main-camera-qualcomm-sm6225-snapdragon-680-chipset-amoled-90hz-display-i125118397-s1034068848.html?search=1,12933,246Impex,variant: 930,Black,8GB,128GB,"Rs. 39,999",OPPO,4,2022,No,Nano,4000 - 4999 mAh,32MP,39999.0
931,Samsung Galaxy M21,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-m21-6gb-ram-128gb-rom-64mp-triple-camera-i104130508-s1024966823.html?search=1,4198,Anzal Mobile House,variant: 931,Blue,6GB,128GB,"Rs. 27,499",Samsung,4,2020,No,Not Specified,6000 - 6999 mAh,Not Specified,27499.0
932,Samsung Galaxy A54 5,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a54-5g-8gb256b-64-samoled-120hz-display-50mp-camera-with-ois-5000mah-battery-i125921979-s1034117973.html?search=1,4198,AR Tech Factory,variant: 932,Black,8GB,256GB,"Rs. 59,499",Samsung,4,2023,No,Nano,5000 - 5999 mAh,32,59499.0
933,Samsung Galaxy A54 5,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a54-5g-8gb256b-64-samoled-120hz-display-50mp-camera-with-ois-5000mah-battery-i125921979-s1034117973.html?search=1,4198,AR Tech Factory,variant: 933,Violet,8GB,256GB,"Rs. 59,499",Samsung,4,2023,No,Nano,5000 - 5999 mAh,32,59499.0
934,Samsung Galaxy A54 5,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a54-5g-8gb256b-64-samoled-120hz-display-50mp-camera-with-ois-5000mah-battery-i125921979-s1034117973.html?search=1,4198,AR Tech Factory,variant: 934,Green,8GB,256GB,"Rs. 59,499",Samsung,4,2023,No,Nano,5000 - 5999 mAh,32,59499.0
935,Itel Vision 3 3GB RA,0.0,0.0,https://www.daraz.com.np/products/itel-vision-3-3gb-ram64gb-rom-5000mah-battery-18w-fast-charging-i124908738-s1033933090.html?search=1,186606,Galaxy Mobile,variant: 935,Blue,Other,64GB,"Rs. 13,500",Itel,1,2022,No,Not Specified,Not Specified,Not Specified,13500.0
936,Oppo A17k  3GB RAM 6,0.0,0.0,https://www.daraz.com.np/products/oppo-a17k-3gb-ram-64gb-rom-side-fingerprint-unluck-5000-mah-battery-i123185329-s1033472250.html?search=1,12933,NS Traders Suppliers,variant: 936,Blue,3GB,64GB,"Rs. 14,990",OPPO,2,2023,No,Not Specified,5000 - 5999 mAh,5mp,14990.0
937,ZTE Blade A52 4,0.0,0.0,https://www.daraz.com.np/products/zte-blade-a52-464-gb-crystal-blue-dual-4g-sim-i118728657-s1032530268.html?search=1,12968,Annapurna IT,variant: 937,crystal blue,4GB,64GB,"Rs. 16,900",ZTE,4,2022,No,Not Specified,5000 - 5999 mAh,5,16900.0
938,Infinix Hot 10 Play ,0.0,0.0,https://www.daraz.com.np/products/infinix-hot-10-play-mobile-4gb-ram-64-gb-rom-i123907594-s1033622716.html?search=1,39704,Santosh  Electronics,variant: 938,Light blue,4GB,64GB,"Rs. 17,000",No Brand,2,2022,No,Not Specified,5000 - 5999 mAh,8,17000.0
939,Oneplus Nord N20 SE,0.0,0.0,https://www.daraz.com.np/products/oneplus-nord-n20-se-4gb64gb-50mp-rear-camera-656-hd-display-33w-fast-charging-i125708863-s1034084291.html?search=1,12944,AR Tech Factory,variant: 939,Black,4GB,64GB,"Rs. 22,799",OnePlus,3,2022,No,Nano,5000 - 5999 mAh,8,22799.0
940,Oneplus Nord N20 SE,0.0,0.0,https://www.daraz.com.np/products/oneplus-nord-n20-se-4gb64gb-50mp-rear-camera-656-hd-display-33w-fast-charging-i125708863-s1034084291.html?search=1,12944,AR Tech Factory,variant: 940,Blue,4GB,64GB,"Rs. 22,799",OnePlus,3,2022,No,Nano,5000 - 5999 mAh,8,22799.0
941,Apple iPhone 14,0.0,0.0,https://www.daraz.com.np/products/apple-iphone-14-128gb-isure-i122704323-s1033385506.html?search=1,4178,iSure.,variant: 941,Purple,6GB,128GB,"Rs. 138,990",Apple,3,2022,Yes,Not Specified,3000 - 3999 mAh,12MP,138990.0
942,Tecno Spark 7T 4GB R,0.0,0.0,https://www.daraz.com.np/products/tecno-spark-7t-4gb-ram-128gb-rom-6000mah-battery-48mp-dual-back-camera-i119475980-s1032705326.html?search=1,63029,Newage Gadgets And Electronic,variant: 942,Black,4GB,128GB,"Rs. 17,990",Technos,3,2022,No,Not Specified,6000 - 6999 mAh,8,17990.0
943,Micromax in 2b,0.0,0.0,https://www.daraz.com.np/products/micromax-in-2b6gb-ram64gb-rom-i119162054-s1032624528.html?search=1,24998,Bharat Trade Pvt. Ltd.,variant: 943,Black,6GB,64GB,"Rs. 17,990",Micromax,2,2021,No,Nano,5000 - 5999 mAh,5,17990.0
944,Micromax in 2b,0.0,0.0,https://www.daraz.com.np/products/micromax-in-2b6gb-ram64gb-rom-i119162054-s1032624528.html?search=1,24998,Bharat Trade Pvt. Ltd.,variant: 944,Blue,6GB,64GB,"Rs. 17,990",Micromax,2,2021,No,Nano,5000 - 5999 mAh,5,17990.0
945,Realme C30,5.0,1.0,https://www.daraz.com.np/products/realme-c30-3gb32gb-65-full-screen-8mp-ai-camera-5000-mah-battery-i120487629-s1032882274.html?search=1,202391,246Impex,variant: 945,Green,3GB,32GB,"Rs. 14,999",RealMe,2,2022,No,Nano,5000 - 5999 mAh,5MP,14999.0
946,Samsung A23  5000 mA,4.5,2.0,https://www.daraz.com.np/products/samsung-a23-5000-mah-50-mp-camera-i116292453-s1031805442.html?search=1,4198,NS Traders Suppliers,variant: 946,Black,4GB,64GB,"Rs. 25,999",Samsung,4,2022,No,Nano,5000 - 5999 mAh,8 MP,25999.0
947,Samsung A23  5000 mA,4.5,2.0,https://www.daraz.com.np/products/samsung-a23-5000-mah-50-mp-camera-i116292453-s1031805442.html?search=1,4198,NS Traders Suppliers,variant: 947,Blue,6GB,128GB,"Rs. 29,499",Samsung,4,2022,No,Nano,5000 - 5999 mAh,8 MP,29499.0
948,Samsung A23  5000 mA,4.5,2.0,https://www.daraz.com.np/products/samsung-a23-5000-mah-50-mp-camera-i116292453-s1031805442.html?search=1,4198,NS Traders Suppliers,variant: 948,Black,6GB,128GB,"Rs. 29,499",Samsung,4,2022,No,Nano,5000 - 5999 mAh,8 MP,29499.0
949,Motorola Moto E40,0.0,0.0,https://www.daraz.com.np/products/motorola-moto-e40-4gb64gb-triple-camera-48mp2mp2mp-unisoc-t700-chipset-i121755981-s1033123157.html?search=1,4212,246Impex,variant: 949,Pink Clay,4GB,64GB,"Rs. 17,500",Motorola,4,2021,No,Nano,5000 - 5999 mAh,8MP,17500.0
950,Motorola Moto E40,0.0,0.0,https://www.daraz.com.np/products/motorola-moto-e40-4gb64gb-triple-camera-48mp2mp2mp-unisoc-t700-chipset-i121755981-s1033123157.html?search=1,4212,246Impex,variant: 950,Black,4GB,64GB,"Rs. 17,500",Motorola,4,2021,No,Nano,5000 - 5999 mAh,8MP,17500.0
951,VIVO V21e 6,5.0,2.0,https://www.daraz.com.np/products/vivo-v21e-644-8128-gb-i119105483-s1032612639.html?search=1,33353,NS Traders Suppliers,variant: 951,Diamond flair,8GB,128GB,"Rs. 37,499",Vivo,3,2021,No,Nano,4000 - 4999 mAh,44,37499.0
952,VIVO V21e 6,5.0,2.0,https://www.daraz.com.np/products/vivo-v21e-644-8128-gb-i119105483-s1032612639.html?search=1,33353,NS Traders Suppliers,variant: 952,roman black,8GB,128GB,"Rs. 37,499",Vivo,3,2021,No,Nano,4000 - 4999 mAh,44,37499.0
953,Samsung Galaxy S23 U,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-s23-ultra-12gb512gb-dynamic-amoled-display-qualcomm-snapdragon-8-gen-2-chipse-dustproo-ip68-water-resistant-insurance-i124516986-s1033802721.html?search=1,4198,246Impex,variant: 953,Black,12GB,512GB,"Rs. 209,999",Samsung,5,2023,Yes,Nano,5000 - 5999 mAh,12MP,209999.0
954,Samsung Galaxy A04,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a04-3gb32gb-i-50mp-back-camera-battery-5000mah-i120632007-s1032899543.html?search=1,4198,246Impex,variant: 954,Green,3GB,32GB,"Rs. 14,999",Samsung,3,2022,No,Nano,5000 - 5999 mAh,5MP,14999.0
955,Samsung Galaxy A04,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a04-3gb32gb-i-50mp-back-camera-battery-5000mah-i120632007-s1032899543.html?search=1,4198,246Impex,variant: 955,Black,3GB,32GB,"Rs. 14,999",Samsung,3,2022,No,Nano,5000 - 5999 mAh,5MP,14999.0
956,Samsung Galaxy A04,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a04-3gb32gb-i-50mp-back-camera-battery-5000mah-i120632007-s1032899543.html?search=1,4198,246Impex,variant: 956,Copper,3GB,32GB,"Rs. 14,999",Samsung,3,2022,No,Nano,5000 - 5999 mAh,5MP,14999.0
